"dataset","variable","period"
"BIOL","IMONTH",2013
"BIOL","IMONTH",2014
"BIOL","IMONTH",2015
"BIOL","IDAY",1996
"BIOL","IDAY",1997
"BIOL","IDAY",1998
"BIOL","IDAY",1999
"BIOL","IDAY",2000
"BIOL","IDAY",2001
"BIOL","IDAY",2002
"BIOL","IDAY",2003
"BIOL","IDAY",2004
"BIOL","IDAY",2005
"BIOL","IDAY",2006
"BIOL","IDAY",2007
"BIOL","IDAY",2008
"BIOL","IDAY",2009
"BIOL","IDAY",2010
"BIOL","IDAY",2011
"BIOL","IDAY",2012
"BIOL","IDAY",2013
"BIOL","IDAY",2014
"BIOL","IDAY",2015
"BIOL","IHOUR",2014
"BIOL","IHOUR",2015
"BIOL","IMINUTE",2014
"BIOL","IMINUTE",2015
"BIOL","BINTA",1984
"BIOL","BINTA",1987
"BIOL","BINTA",1988
"BIOL","BINTA",1990
"BIOL","BINTA",1991
"BIOL","BINTA",1992
"BIOL","BINTA",1993
"BIOL","BINTA",1994
"BIOL","BINTA",1995
"BIOL","BINTA",1996
"BIOL","BINTA",1997
"BIOL","BINTA",1998
"BIOL","BINTA",1999
"BIOL","BINTA",2000
"BIOL","BINTA",2001
"BIOL","BINTA",2002
"BIOL","BINTA",2003
"BIOL","BINTA",2004
"BIOL","BINTA",2005
"BIOL","BINTA",2006
"BIOL","BINTA",2007
"BIOL","BINTA",2008
"BIOL","BINTA",2009
"BIOL","BINTA",2010
"BIOL","BINTA",2011
"BIOL","BINTA",2012
"BIOL","BINTA",2013
"BIOL","BINTA",2014
"BIOL","BINTA",2015
"BIOL","BINTA01",1984
"BIOL","BINTA01",1990
"BIOL","BINTA01",1991
"BIOL","BINTA01",1993
"BIOL","BINTA01",1994
"BIOL","BINTA01",1995
"BIOL","BINTA02",1994
"BIOL","BINTA02",1995
"BIOL","BINTB",1990
"BIOL","BINTB",1991
"BIOL","BINTB",1992
"BIOL","BINTB1",1984
"BIOL","BINTB1",1987
"BIOL","BINTB1",1988
"BIOL","BINTB1",1992
"BIOL","BINTB1",1993
"BIOL","BINTB1",1994
"BIOL","BINTB1",1995
"BIOL","BINTB1",1996
"BIOL","BINTC01",1984
"BIOL","BINTC01",1987
"BIOL","BINTC01",1988
"BIOL","BINTC01",1989
"BIOL","BINTC01",1990
"BIOL","BINTC01",1991
"BIOL","BINTC01",1992
"BIOL","BINTC01",1993
"BIOL","BINTC01",1994
"BIOL","BINTC01",1995
"BIOL","BINTC01",1996
"BIOL","BINTC01",1997
"BIOL","BINTC01",1998
"BIOL","BINTC01",1999
"BIOL","BINTC01",2000
"BIOL","BINTC01",2001
"BIOL","BINTC01",2002
"BIOL","BINTC01",2003
"BIOL","BINTC01",2004
"BIOL","BINTC01",2005
"BIOL","BINTC01",2006
"BIOL","BINTC01",2007
"BIOL","BINTC01",2008
"BIOL","BINTC01",2009
"BIOL","BINTC01",2010
"BIOL","BINTC01",2011
"BIOL","BINTC01",2012
"BIOL","BINTC01",2013
"BIOL","BINTC01",2014
"BIOL","BINTC01",2015
"BIOL","BINTC02",1984
"BIOL","BINTC02",1987
"BIOL","BINTC02",1988
"BIOL","BINTC02",1989
"BIOL","BINTC02",1990
"BIOL","BINTC02",1991
"BIOL","BINTC02",1992
"BIOL","BINTC02",1993
"BIOL","BINTC02",1994
"BIOL","BINTC02",1995
"BIOL","BINTC02",1996
"BIOL","BINTC02",1997
"BIOL","BINTC02",1998
"BIOL","BINTC02",1999
"BIOL","BINTC02",2000
"BIOL","BINTC02",2001
"BIOL","BINTC02",2002
"BIOL","BINTC02",2003
"BIOL","BINTC02",2004
"BIOL","BINTC02",2005
"BIOL","BINTC02",2006
"BIOL","BINTC02",2007
"BIOL","BINTC02",2008
"BIOL","BINTC02",2009
"BIOL","BINTC02",2010
"BIOL","BINTC02",2011
"BIOL","BINTC02",2012
"BIOL","BINTC02",2013
"BIOL","BINTC02",2014
"BIOL","BINTC02",2015
"BIOL","BINTC03",1987
"BIOL","BINTC03",1988
"BIOL","BINTC03",1989
"BIOL","BINTC03",1990
"BIOL","BINTC03",1991
"BIOL","BINTC03",1992
"BIOL","BINTC03",1993
"BIOL","BINTC04",1987
"BIOL","BINTC04",1988
"BIOL","BINTC04",1989
"BIOL","BINTC04",1990
"BIOL","BINTC04",1991
"BIOL","BINTC04",1992
"BIOL","BINTC04",1993
"BIOL","BINTNR",1984
"BIOL","BINTNR",1987
"BIOL","BINTNR",1988
"BIOL","BINTNR",1989
"BIOL","BINTNR",1990
"BIOL","BINTNR",1991
"BIOL","BINTNR",1992
"BIOL","BINTNR",1993
"BIOL","BINTNR",1994
"BIOL","BINTNR",1995
"BIOL","PSKZ",1996
"BIOL","PSKZ",1997
"BIOL","PSKZ",1998
"BIOL","WELLE",1984
"BIOL","WELLE",1987
"BIOL","WELLE",1988
"BIOL","WELLE",1989
"BIOL","WELLE",1990
"BIOL","WELLE",1991
"BIOL","WELLE",1992
"BIOL","WELLE",1993
"BIOL","WELLE",1994
"BIOL","WELLE",1995
"BIOL","WELLE",1996
"BIOL","WELLE",1997
"BIOL","WELLE",1998
"BIOL","WELLE",1999
"BIOL","WELLE",2000
"BIOL","WELLE",2001
"BIOL","WELLE",2002
"BIOL","WELLE",2003
"BIOL","WELLE",2004
"BIOL","WELLE",2005
"BIOL","WELLE",2006
"BIOL","WELLE",2007
"BIOL","WELLE",2008
"BIOL","WELLE",2009
"BIOL","WELLE",2010
"BIOL","WELLE",2011
"BIOL","WELLE",2012
"BIOL","WELLE",2013
"BIOL","WELLE",2014
"BIOL","WELLE",2015
"BIOL","ZUGANG",1984
"BIOL","ZUGANG",1987
"BIOL","ZUGANG",1988
"BIOL","ZUGANG",1989
"BIOL","ZUGANG",1990
"BIOL","ZUGANG",1991
"BIOL","ZUGANG",1992
"BIOL","ZUGANG",1993
"BIOL","ZUGANG",1994
"BIOL","ZUGANG",1995
"BIOL","P_ANKER",2015
"BIOL","P_ANW",2014
"BIOL","P_ANW",2015
"BIOL","P_DAUER3",2015
"BIOL","P_SPLIT",2015
"BIOL","V01",1984
"BIOL","V01",1987
"BIOL","V01",1988
"BIOL","V01",1989
"BIOL","V01",1990
"BIOL","V01",1991
"BIOL","V01",1992
"BIOL","V01",1993
"BIOL","V02",1984
"BIOL","V02",1987
"BIOL","V02",1988
"BIOL","V02",1989
"BIOL","V02",1990
"BIOL","V02",1991
"BIOL","V02",1992
"BIOL","V02",1993
"BIOL","V03",1984
"BIOL","V03",1987
"BIOL","V03",1988
"BIOL","V03",1989
"BIOL","V03",1990
"BIOL","V03",1991
"BIOL","V03",1992
"BIOL","V03",1993
"BIOL","V04",1984
"BIOL","V04",1987
"BIOL","V04",1988
"BIOL","V04",1989
"BIOL","V04",1990
"BIOL","V04",1991
"BIOL","V04",1992
"BIOL","V04",1993
"BIOL","V05",1984
"BIOL","V05",1987
"BIOL","V05",1988
"BIOL","V05",1989
"BIOL","V05",1990
"BIOL","V05",1991
"BIOL","V05",1992
"BIOL","V05",1993
"BIOL","BISC188",1997
"BIOL","BISC188",1998
"BIOL","BISC188",1999
"BIOL","BISC188",2000
"BIOL","BISC188",2001
"BIOL","BISCO1",1987
"BIOL","BISCO1",1988
"BIOL","BISCO1",1989
"BIOL","BISCO1",1990
"BIOL","BISCO1",1991
"BIOL","BISCO1",1992
"BIOL","BISCO1",1993
"BIOL","BISCO1",1996
"BIOL","BISCO1",1997
"BIOL","BISCO1",1998
"BIOL","BISCO1",1999
"BIOL","BISCO1",2000
"BIOL","BISCO1",2001
"BIOL","BISCOH1",1987
"BIOL","BISCOH1",1988
"BIOL","BISCOH1",1989
"BIOL","BISCOH1",1990
"BIOL","BISCOH1",1991
"BIOL","BISCOH1",1992
"BIOL","BISCOH1",1993
"BIOL","BISCOH1",1996
"BIOL","BISCOH1",1997
"BIOL","BISCOH1",1998
"BIOL","BISCOH1",1999
"BIOL","BISCOH1",2000
"BIOL","BISCOH1",2001
"BIOL","BISCOHV",1987
"BIOL","BISCOHV",1988
"BIOL","BISCOHV",1989
"BIOL","BISCOHV",1990
"BIOL","BISCOHV",1991
"BIOL","BISCOHV",1992
"BIOL","BISCOHV",1993
"BIOL","BISCOHV",1996
"BIOL","BISCOHV",1997
"BIOL","BISCOHV",1998
"BIOL","BISCOHV",1999
"BIOL","BISCOHV",2000
"BIOL","BISCOHV",2001
"BIOL","BISCOU1",1987
"BIOL","BISCOU1",1988
"BIOL","BISCOU1",1989
"BIOL","BISCOU1",1990
"BIOL","BISCOU1",1991
"BIOL","BISCOU1",1992
"BIOL","BISCOU1",1993
"BIOL","BISCOU1",1996
"BIOL","BISCOU1",1997
"BIOL","BISCOU1",1998
"BIOL","BISCOU1",1999
"BIOL","BISCOU1",2000
"BIOL","BISCOUV",1987
"BIOL","BISCOUV",1988
"BIOL","BISCOUV",1989
"BIOL","BISCOUV",1990
"BIOL","BISCOUV",1991
"BIOL","BISCOUV",1992
"BIOL","BISCOUV",1993
"BIOL","BISCOUV",1996
"BIOL","BISCOUV",1997
"BIOL","BISCOUV",1998
"BIOL","BISCOUV",1999
"BIOL","BISCOUV",2000
"BIOL","BISCOV",1987
"BIOL","BISCOV",1988
"BIOL","BISCOV",1989
"BIOL","BISCOV",1990
"BIOL","BISCOV",1991
"BIOL","BISCOV",1992
"BIOL","BISCOV",1993
"BIOL","BISCOV",1996
"BIOL","BISCOV",1997
"BIOL","BISCOV",1998
"BIOL","BISCOV",1999
"BIOL","BISCOV",2000
"BIOL","BISCOV",2001
"BIOL","BISCV88",1997
"BIOL","BISCV88",1998
"BIOL","BISCV88",1999
"BIOL","BISCV88",2000
"BIOL","BISCV88",2001
"BIOL","BISE188",1999
"BIOL","BISE188",2000
"BIOL","BISE188",2001
"BIOL","BISEI1",1999
"BIOL","BISEI1",2000
"BIOL","BISEI1",2001
"BIOL","BISEIV",1999
"BIOL","BISEIV",2000
"BIOL","BISEIV",2001
"BIOL","BISEV88",1999
"BIOL","BISEV88",2000
"BIOL","BISEV88",2001
"BIOL","BMONIN",1984
"BIOL","BMONIN",1987
"BIOL","BMONIN",1988
"BIOL","BMONIN",1989
"BIOL","BMONIN",1990
"BIOL","BMONIN",1991
"BIOL","BMONIN",1992
"BIOL","BMONIN",1993
"BIOL","BMONIN",1994
"BIOL","BMONIN",1995
"BIOL","BTAGIN",1984
"BIOL","BTAGIN",1987
"BIOL","BTAGIN",1988
"BIOL","BTAGIN",1989
"BIOL","BTAGIN",1990
"BIOL","BTAGIN",1991
"BIOL","BTAGIN",1992
"BIOL","BTAGIN",1993
"BIOL","BTAGIN",1994
"BIOL","BTAGIN",1995
"BIOL","BTRE188",1999
"BIOL","BTRE188",2000
"BIOL","BTRE188",2001
"BIOL","BTREIM1",1987
"BIOL","BTREIM1",1988
"BIOL","BTREIM1",1989
"BIOL","BTREIM1",1990
"BIOL","BTREIM1",1991
"BIOL","BTREIM1",1992
"BIOL","BTREIM1",1993
"BIOL","BTREIM1",1996
"BIOL","BTREIM1",1997
"BIOL","BTREIM1",1998
"BIOL","BTREIM1",1999
"BIOL","BTREIM1",2000
"BIOL","BTREIM1",2001
"BIOL","BTREIMV",1987
"BIOL","BTREIMV",1988
"BIOL","BTREIMV",1989
"BIOL","BTREIMV",1990
"BIOL","BTREIMV",1991
"BIOL","BTREIMV",1992
"BIOL","BTREIMV",1993
"BIOL","BTREIMV",1996
"BIOL","BTREIMV",1997
"BIOL","BTREIMV",1998
"BIOL","BTREIMV",1999
"BIOL","BTREIMV",2000
"BIOL","BTREIMV",2001
"BIOL","BTREV88",1999
"BIOL","BTREV88",2000
"BIOL","BTREV88",2001
"BIOL","BWEGEN1",1987
"BIOL","BWEGEN1",1988
"BIOL","BWEGEN1",1989
"BIOL","BWEGEN1",1990
"BIOL","BWEGEN1",1991
"BIOL","BWEGEN1",1992
"BIOL","BWEGEN1",1993
"BIOL","BWEGEN1",1996
"BIOL","BWEGEN1",1997
"BIOL","BWEGEN1",1998
"BIOL","BWEGEN1",1999
"BIOL","BWEGEN1",2000
"BIOL","BWEGEN1",2001
"BIOL","BWEGENV",1987
"BIOL","BWEGENV",1988
"BIOL","BWEGENV",1989
"BIOL","BWEGENV",1990
"BIOL","BWEGENV",1991
"BIOL","BWEGENV",1992
"BIOL","BWEGENV",1993
"BIOL","BWEGENV",1996
"BIOL","BWEGENV",1997
"BIOL","BWEGENV",1998
"BIOL","BWEGENV",1999
"BIOL","BWEGENV",2000
"BIOL","BWEGENV",2001
"BIOL","LL0011",1984
"BIOL","LL0011",1987
"BIOL","LL0011",1988
"BIOL","LL0011",1989
"BIOL","LL0011",1990
"BIOL","LL0011",1991
"BIOL","LL0011",1992
"BIOL","LL0011",1993
"BIOL","LL0011",1994
"BIOL","LL0011",1995
"BIOL","LL0011",1996
"BIOL","LL0011",1997
"BIOL","LL0011",1998
"BIOL","LL0011",1999
"BIOL","LL0011",2000
"BIOL","LL0011",2001
"BIOL","LL0011",2002
"BIOL","LL0011",2003
"BIOL","LL0011",2004
"BIOL","LL0011",2005
"BIOL","LL0011",2006
"BIOL","LL0011",2007
"BIOL","LL0011",2008
"BIOL","LL0011",2009
"BIOL","LL0011",2010
"BIOL","LL0011",2011
"BIOL","LL0011",2012
"BIOL","LL0011",2013
"BIOL","LL0011",2014
"BIOL","LL0011",2015
"BIOL","LL0012",2003
"BIOL","LL0012",2004
"BIOL","LL0012",2005
"BIOL","LL0012",2006
"BIOL","LL0012",2007
"BIOL","LL0012",2008
"BIOL","LL0012",2009
"BIOL","LL0012",2010
"BIOL","LL0012",2011
"BIOL","LL0012",2012
"BIOL","LL0012",2013
"BIOL","LL0012",2014
"BIOL","LL0012",2015
"BIOL","LL0013",1996
"BIOL","LL0013",1997
"BIOL","LL0013",1998
"BIOL","LL0013",1999
"BIOL","LL0013",2000
"BIOL","LL0013",2001
"BIOL","LL0013",2002
"BIOL","LL0013",2003
"BIOL","LL0013",2004
"BIOL","LL0013",2005
"BIOL","LL0013",2006
"BIOL","LL0013",2007
"BIOL","LL0013",2008
"BIOL","LL0013",2009
"BIOL","LL0013",2010
"BIOL","LL0013",2011
"BIOL","LL0013",2012
"BIOL","LL0013",2013
"BIOL","LL0013",2014
"BIOL","LL0014",1994
"BIOL","LL0014",1995
"BIOL","LL0014",1996
"BIOL","LL0014",1997
"BIOL","LL0014",1998
"BIOL","LL0014",1999
"BIOL","LL0014",2000
"BIOL","LL0016",1994
"BIOL","LL0016",1995
"BIOL","LL0016",1996
"BIOL","LL0016",1997
"BIOL","LL0016",1998
"BIOL","LL0016",1999
"BIOL","LL0016",2000
"BIOL","LL0016",2001
"BIOL","LL0016",2002
"BIOL","LL0016",2003
"BIOL","LL0016",2004
"BIOL","LL0016",2005
"BIOL","LL0016",2006
"BIOL","LL0016",2007
"BIOL","LL0016",2008
"BIOL","LL0016",2009
"BIOL","LL0016",2010
"BIOL","LL0016",2011
"BIOL","LL0016",2012
"BIOL","LL0016",2013
"BIOL","LL0016",2014
"BIOL","LL0017",1996
"BIOL","LL0017",1997
"BIOL","LL0017",1998
"BIOL","LL0017",1999
"BIOL","LL0018",1996
"BIOL","LL0018",1997
"BIOL","LL0018",1998
"BIOL","LL0018",1999
"BIOL","LL0019",1991
"BIOL","LL0019",1994
"BIOL","LL0019",1995
"BIOL","LL0019",2000
"BIOL","LL0019",2001
"BIOL","LL0019",2002
"BIOL","LL0019",2003
"BIOL","LL0019",2004
"BIOL","LL0019",2005
"BIOL","LL0019",2006
"BIOL","LL0019",2007
"BIOL","LL0019",2008
"BIOL","LL0019",2009
"BIOL","LL0019",2010
"BIOL","LL0019",2011
"BIOL","LL0019",2012
"BIOL","LL0019",2013
"BIOL","LL0019",2014
"BIOL","LL0019",2015
"BIOL","LL0020",1994
"BIOL","LL0020",1995
"BIOL","LL0020",1996
"BIOL","LL0020",1997
"BIOL","LL0020",1998
"BIOL","LL0020",1999
"BIOL","LL0020",2000
"BIOL","LL0020",2001
"BIOL","LL0020",2002
"BIOL","LL0020",2003
"BIOL","LL0020",2004
"BIOL","LL0020",2005
"BIOL","LL0020",2006
"BIOL","LL0020",2007
"BIOL","LL0020",2008
"BIOL","LL0020",2009
"BIOL","LL0020",2010
"BIOL","LL0020",2011
"BIOL","LL0020",2012
"BIOL","LL0020",2013
"BIOL","LL0020",2014
"BIOL","LL0020",2015
"BIOL","LL0021",1994
"BIOL","LL0021",1995
"BIOL","LL0021",1996
"BIOL","LL0021",1997
"BIOL","LL0021",1998
"BIOL","LL0021",1999
"BIOL","LL0021",2000
"BIOL","LL0021",2001
"BIOL","LL0021",2002
"BIOL","LL0021",2003
"BIOL","LL0021",2004
"BIOL","LL0021",2005
"BIOL","LL0021",2006
"BIOL","LL0021",2007
"BIOL","LL0021",2008
"BIOL","LL0021",2009
"BIOL","LL0021",2010
"BIOL","LL0021",2011
"BIOL","LL0021",2012
"BIOL","LL0021",2013
"BIOL","LL0022",1994
"BIOL","LL0022",1995
"BIOL","LL0022",1996
"BIOL","LL0022",1997
"BIOL","LL0022",1998
"BIOL","LL0022",1999
"BIOL","LL0022",2000
"BIOL","LL0022",2001
"BIOL","LL0022",2002
"BIOL","LL0022",2003
"BIOL","LL0022",2004
"BIOL","LL0022",2005
"BIOL","LL0022",2006
"BIOL","LL0022",2007
"BIOL","LL0022",2008
"BIOL","LL0022",2009
"BIOL","LL0022",2010
"BIOL","LL0022",2011
"BIOL","LL0022",2012
"BIOL","LL0022",2013
"BIOL","LL0023",1994
"BIOL","LL0023",1995
"BIOL","LL0023",1996
"BIOL","LL0023",1997
"BIOL","LL0023",1998
"BIOL","LL0023",1999
"BIOL","LL0023",2000
"BIOL","LL0023",2001
"BIOL","LL0023",2002
"BIOL","LL0023",2003
"BIOL","LL0023",2004
"BIOL","LL0023",2005
"BIOL","LL0023",2006
"BIOL","LL0023",2007
"BIOL","LL0023",2009
"BIOL","LL0023",2010
"BIOL","LL0023",2011
"BIOL","LL0023",2012
"BIOL","LL0023",2013
"BIOL","LL0024",1994
"BIOL","LL0024",1995
"BIOL","LL0024",1996
"BIOL","LL0024",1997
"BIOL","LL0024",1998
"BIOL","LL0024",1999
"BIOL","LL0024",2000
"BIOL","LL0024",2001
"BIOL","LL0024",2002
"BIOL","LL0024",2003
"BIOL","LL0024",2004
"BIOL","LL0024",2005
"BIOL","LL0024",2006
"BIOL","LL0024",2007
"BIOL","LL0024",2008
"BIOL","LL0024",2009
"BIOL","LL0024",2010
"BIOL","LL0024",2011
"BIOL","LL0024",2012
"BIOL","LL0024",2013
"BIOL","LL0025",1994
"BIOL","LL0025",1995
"BIOL","LL0025",1996
"BIOL","LL0025",1997
"BIOL","LL0025",1998
"BIOL","LL0025",1999
"BIOL","LL0025",2000
"BIOL","LL0025",2001
"BIOL","LL0025",2002
"BIOL","LL0025",2003
"BIOL","LL0025",2004
"BIOL","LL0025",2005
"BIOL","LL0025",2006
"BIOL","LL0025",2007
"BIOL","LL0025",2008
"BIOL","LL0025",2009
"BIOL","LL0025",2010
"BIOL","LL0025",2011
"BIOL","LL0025",2012
"BIOL","LL0025",2013
"BIOL","LL0026",1994
"BIOL","LL0026",1995
"BIOL","LL0026",1996
"BIOL","LL0026",1997
"BIOL","LL0026",1998
"BIOL","LL0026",1999
"BIOL","LL0026",2000
"BIOL","LL0026",2001
"BIOL","LL0026",2002
"BIOL","LL0026",2003
"BIOL","LL0026",2004
"BIOL","LL0026",2005
"BIOL","LL0026",2006
"BIOL","LL0026",2007
"BIOL","LL0026",2008
"BIOL","LL0026",2009
"BIOL","LL0026",2010
"BIOL","LL0026",2011
"BIOL","LL0026",2012
"BIOL","LL0026",2013
"BIOL","LL0027",1994
"BIOL","LL0027",1995
"BIOL","LL0027",1996
"BIOL","LL0027",1997
"BIOL","LL0027",1998
"BIOL","LL0027",1999
"BIOL","LL0027",2000
"BIOL","LL0027",2001
"BIOL","LL0027",2002
"BIOL","LL0027",2003
"BIOL","LL0027",2004
"BIOL","LL0027",2005
"BIOL","LL0027",2006
"BIOL","LL0027",2007
"BIOL","LL0027",2008
"BIOL","LL0027",2009
"BIOL","LL0027",2010
"BIOL","LL0027",2011
"BIOL","LL0027",2012
"BIOL","LL0027",2013
"BIOL","LL0028",1994
"BIOL","LL0028",1995
"BIOL","LL0028",1996
"BIOL","LL0028",1997
"BIOL","LL0028",1998
"BIOL","LL0028",1999
"BIOL","LL0028",2000
"BIOL","LL0028",2001
"BIOL","LL0028",2002
"BIOL","LL0028",2003
"BIOL","LL0028",2004
"BIOL","LL0028",2005
"BIOL","LL0028",2006
"BIOL","LL0028",2007
"BIOL","LL0028",2008
"BIOL","LL0028",2009
"BIOL","LL0028",2010
"BIOL","LL0028",2011
"BIOL","LL0028",2012
"BIOL","LL0028",2013
"BIOL","LL0029",1994
"BIOL","LL0029",1995
"BIOL","LL0029",1996
"BIOL","LL0029",1997
"BIOL","LL0029",1998
"BIOL","LL0029",1999
"BIOL","LL0029",2000
"BIOL","LL0029",2001
"BIOL","LL0029",2002
"BIOL","LL0029",2003
"BIOL","LL0029",2004
"BIOL","LL0029",2005
"BIOL","LL0029",2006
"BIOL","LL0029",2007
"BIOL","LL0029",2008
"BIOL","LL0029",2009
"BIOL","LL0029",2010
"BIOL","LL0029",2011
"BIOL","LL0029",2012
"BIOL","LL0029",2013
"BIOL","LL0030",1984
"BIOL","LL0030",1989
"BIOL","LL0030",1990
"BIOL","LL0030",1991
"BIOL","LL0030",1992
"BIOL","LL0030",1993
"BIOL","LL0030",1994
"BIOL","LL0030",1995
"BIOL","LL0030",1996
"BIOL","LL0030",1997
"BIOL","LL0030",1998
"BIOL","LL0030",1999
"BIOL","LL0030",2000
"BIOL","LL0030",2001
"BIOL","LL0030",2002
"BIOL","LL0030",2003
"BIOL","LL0030",2004
"BIOL","LL0030",2005
"BIOL","LL0030",2006
"BIOL","LL0030",2007
"BIOL","LL0030",2008
"BIOL","LL0030",2009
"BIOL","LL0030",2010
"BIOL","LL0030",2011
"BIOL","LL0030",2012
"BIOL","LL0030",2013
"BIOL","LL0031",1994
"BIOL","LL0031",1995
"BIOL","LL0031",1996
"BIOL","LL0031",1997
"BIOL","LL0031",1998
"BIOL","LL0031",1999
"BIOL","LL0031",2000
"BIOL","LL0031",2001
"BIOL","LL0031",2002
"BIOL","LL0031",2003
"BIOL","LL0031",2004
"BIOL","LL0031",2005
"BIOL","LL0031",2006
"BIOL","LL0031",2007
"BIOL","LL0031",2008
"BIOL","LL0031",2009
"BIOL","LL0031",2010
"BIOL","LL0031",2011
"BIOL","LL0031",2012
"BIOL","LL0031",2013
"BIOL","LL0032",1994
"BIOL","LL0032",1995
"BIOL","LL0032",1996
"BIOL","LL0032",1997
"BIOL","LL0032",1998
"BIOL","LL0032",1999
"BIOL","LL0032",2000
"BIOL","LL0032",2001
"BIOL","LL0032",2002
"BIOL","LL0032",2003
"BIOL","LL0032",2004
"BIOL","LL0032",2005
"BIOL","LL0032",2006
"BIOL","LL0032",2007
"BIOL","LL0032",2008
"BIOL","LL0032",2009
"BIOL","LL0032",2010
"BIOL","LL0032",2011
"BIOL","LL0032",2012
"BIOL","LL0032",2013
"BIOL","LL0033",1994
"BIOL","LL0033",1995
"BIOL","LL0033",1996
"BIOL","LL0033",1997
"BIOL","LL0033",1998
"BIOL","LL0033",1999
"BIOL","LL0033",2000
"BIOL","LL0033",2001
"BIOL","LL0033",2002
"BIOL","LL0033",2004
"BIOL","LL0033",2005
"BIOL","LL0033",2006
"BIOL","LL0033",2007
"BIOL","LL0033",2008
"BIOL","LL0033",2009
