"dataset","variable","period"
"PL2","PCB0049",1993
"PL2","PCB0049",1994
"PL2","PCB0049",1996
"PL2","PCB0049",1998
"PL2","PCB0050",1985
"PL2","PCB0050",1987
"PL2","PCB0050",1989
"PL2","PCB0050",1990
"PL2","PCB0050",1991
"PL2","PCB0050",1992
"PL2","PCB0050",1993
"PL2","PCB0050",1994
"PL2","PCB0050",1996
"PL2","PCB0050",1998
"PL2","PCB0051",1985
"PL2","PCB0051",1987
"PL2","PCB0051",1989
"PL2","PCB0051",1990
"PL2","PCB0051",1991
"PL2","PCB0051",1992
"PL2","PCB0051",1993
"PL2","PCB0051",1994
"PL2","PCB0051",1996
"PL2","PCB0051",1998
"PL2","PCB0052",1990
"PL2","PCB0052",1991
"PL2","PCB0052",1992
"PL2","PCB0052",1993
"PL2","PCB0052",1994
"PL2","PCB0052",1996
"PL2","PCB0052",1998
"PL2","PCB0053",1985
"PL2","PCB0053",1987
"PL2","PCB0053",1989
"PL2","PCB0053",1990
"PL2","PCB0053",1991
"PL2","PCB0053",1992
"PL2","PCB0053",1993
"PL2","PCB0053",1994
"PL2","PCB0053",1996
"PL2","PCB0053",1998
"PL2","PCB0054",1985
"PL2","PCB0054",1987
"PL2","PCB0054",1989
"PL2","PCB0054",1990
"PL2","PCB0054",1991
"PL2","PCB0054",1992
"PL2","PCB0054",1993
"PL2","PCB0054",1994
"PL2","PCB0054",1996
"PL2","PCB0054",1998
"PL2","PCB0055",1990
"PL2","PCB0055",1991
"PL2","PCB0055",1992
"PL2","PCB0055",1993
"PL2","PCB0055",1994
"PL2","PCB0055",1996
"PL2","PCB0055",1998
"PL2","PCB0056",1994
"PL2","PCB0056",1996
"PL2","PCB0056",1998
"PL2","PCB0057",1994
"PL2","PCB0057",1996
"PL2","PCB0057",1998
"PL2","PCB0058",1994
"PL2","PCB0058",1996
"PL2","PCB0058",1998
"PL2","PCB0059",1994
"PL2","PCB0059",1996
"PL2","PCB0059",1998
"PL2","PCB0060",1990
"PL2","PCB0060",1991
"PL2","PCB0060",1992
"PL2","PCB0060",1993
"PL2","PCB0060",1994
"PL2","PCB0060",1995
"PL2","PCB0060",1996
"PL2","PCB0060",1997
"PL2","PCB0060",1998
"PL2","PCB0060",1999
"PL2","PCB0060",2000
"PL2","PCB0060",2001
"PL2","PCB0061",1990
"PL2","PCB0061",1991
"PL2","PCB0061",1992
"PL2","PCB0061",1993
"PL2","PCB0061",1994
"PL2","PCB0061",1995
"PL2","PCB0061",1996
"PL2","PCB0061",1997
"PL2","PCB0061",1998
"PL2","PCB0061",1999
"PL2","PCB0061",2000
"PL2","PCB0061",2001
"PL2","PCB0062",1990
"PL2","PCB0062",1991
"PL2","PCB0062",1992
"PL2","PCB0062",1993
"PL2","PCB0062",1994
"PL2","PCB0062",1995
"PL2","PCB0062",1996
"PL2","PCB0062",1997
"PL2","PCB0062",1998
"PL2","PCB0062",1999
"PL2","PCB0062",2000
"PL2","PCB0062",2001
"PL2","PCB0063",1996
"PL2","PCB0064",1990
"PL2","PCB0064",1992
"PL2","PCB0064",1995
"PL2","PCB0064",1997
"PL2","PCB0064",1999
"PL2","PCB0064",2000
"PL2","PCB0064",2002
"PL2","PCB0064",2004
"PL2","PCB0064",2005
"PL2","PCB0064",2006
"PL2","PCB0064",2007
"PL2","PCB0064",2008
"PL2","PCB0064",2009
"PL2","PCB0064",2011
"PL2","PCB0064",2012
"PL2","PCB0064",2013
"PL2","PCB0065",2012
"PL2","PCB0066",2012
"PL2","PCB0068",2014
"PL2","PCC0001",1992
"PL2","PCC0002",1984
"PL2","PCC0002",1985
"PL2","PCC0002",1986
"PL2","PCC0002",1987
"PL2","PCC0002",1988
"PL2","PCC0002",1989
"PL2","PCC0002",1990
"PL2","PCC0002",1991
"PL2","PCC0002",1992
"PL2","PCC0002",1993
"PL2","PCC0002",1994
"PL2","PCC0002",1995
"PL2","PCC0002",1996
"PL2","PCC0002",1997
"PL2","PCC0002",1998
"PL2","PCC0002",1999
"PL2","PCC0002",2000
"PL2","PCC0002",2001
"PL2","PCC0003",1984
"PL2","PCC0003",1985
"PL2","PCC0003",1986
"PL2","PCC0003",1987
"PL2","PCC0003",1988
"PL2","PCC0003",1989
"PL2","PCC0003",1990
"PL2","PCC0003",1991
"PL2","PCC0003",1992
"PL2","PCC0003",1993
"PL2","PCC0003",1994
"PL2","PCC0003",1995
"PL2","PCC0003",1996
"PL2","PCC0003",1997
"PL2","PCC0003",1998
"PL2","PCC0003",1999
"PL2","PCC0003",2000
"PL2","PCC0003",2001
"PL2","PCC0004",2000
"PL2","PCC0004",2001
"PL2","PCC0005",1984
"PL2","PCC0006",1991
"PL2","PCC0006",1992
"PL2","PCC0006",1993
"PL2","PCC0006",1994
"PL2","PCC0006",1995
"PL2","PCC0006",1996
"PL2","PCC0006",1997
"PL2","PCC0006",1998
"PL2","PCC0006",1999
"PL2","PCC0006",2000
"PL2","PCC0006",2001
"PL2","PCC0007",1984
"PL2","PCC0007",1985
"PL2","PCC0007",1986
"PL2","PCC0007",1987
"PL2","PCC0007",1988
"PL2","PCC0007",1989
"PL2","PCC0007",1990
"PL2","PCC0007",1991
"PL2","PCC0007",1992
"PL2","PCC0007",1993
"PL2","PCC0007",1994
"PL2","PCC0007",1995
"PL2","PCC0007",1996
"PL2","PCC0007",1997
"PL2","PCC0007",1998
"PL2","PCC0007",1999
"PL2","PCC0007",2000
"PL2","PCC0007",2001
"PL2","PCC0008",1984
"PL2","PCC0008",1985
"PL2","PCC0008",1986
"PL2","PCC0008",1987
"PL2","PCC0008",1988
"PL2","PCC0008",1989
"PL2","PCC0008",1990
"PL2","PCC0008",1991
"PL2","PCC0008",1992
"PL2","PCC0008",1993
"PL2","PCC0008",1994
"PL2","PCC0008",1995
"PL2","PCC0008",1996
"PL2","PCC0008",1997
"PL2","PCC0008",1998
"PL2","PCC0008",1999
"PL2","PCC0008",2000
"PL2","PCC0008",2001
"PL2","PCC0009",1985
"PL2","PCC0009",1986
"PL2","PCC0009",1987
"PL2","PCC0009",1988
"PL2","PCC0009",1989
"PL2","PCC0009",1990
"PL2","PCC0009",1991
"PL2","PCC0009",1992
"PL2","PCC0009",1993
"PL2","PCC0009",1994
"PL2","PCC0009",1995
"PL2","PCC0009",1996
"PL2","PCC0009",1997
"PL2","PCC0009",1998
"PL2","PCC0009",1999
"PL2","PCC0009",2000
"PL2","PCC0009",2001
"PL2","PCC0010",1984
"PL2","PCC0010",1985
"PL2","PCC0010",1986
"PL2","PCC0010",1987
"PL2","PCC0010",1988
"PL2","PCC0010",1989
"PL2","PCC0010",1990
"PL2","PCC0010",1991
"PL2","PCC0010",1992
"PL2","PCC0010",1993
"PL2","PCC0010",1994
"PL2","PCC0010",1995
"PL2","PCC0010",1996
"PL2","PCC0010",1997
"PL2","PCC0010",1998
"PL2","PCC0010",1999
"PL2","PCC0010",2000
"PL2","PCC0010",2001
"PL2","PCC0011",1985
"PL2","PCC0011",1986
"PL2","PCC0011",1987
"PL2","PCC0011",1988
"PL2","PCC0011",1989
"PL2","PCC0011",1990
"PL2","PCC0011",1991
"PL2","PCC0011",1992
"PL2","PCC0011",1993
"PL2","PCC0011",1994
"PL2","PCC0011",1995
"PL2","PCC0011",1996
"PL2","PCC0011",1997
"PL2","PCC0011",1998
"PL2","PCC0011",1999
"PL2","PCC0011",2000
"PL2","PCC0011",2001
"PL2","PCC0012",1984
"PL2","PCC0012",1985
"PL2","PCC0012",1986
"PL2","PCC0012",1987
"PL2","PCC0012",1988
"PL2","PCC0012",1989
"PL2","PCC0012",1990
"PL2","PCC0012",1991
"PL2","PCC0012",1992
"PL2","PCC0012",1993
"PL2","PCC0012",1994
"PL2","PCC0012",1995
"PL2","PCC0012",1996
"PL2","PCC0012",1997
"PL2","PCC0012",1998
"PL2","PCC0012",1999
"PL2","PCC0012",2000
"PL2","PCC0012",2001
"PL2","PCC0013",1984
"PL2","PCC0013",1985
"PL2","PCC0013",1986
"PL2","PCC0013",1987
"PL2","PCC0013",1988
"PL2","PCC0013",1989
"PL2","PCC0013",1990
"PL2","PCC0013",1991
"PL2","PCC0013",1992
"PL2","PCC0013",1993
"PL2","PCC0013",1994
"PL2","PCC0013",1995
"PL2","PCC0013",1996
"PL2","PCC0013",1997
"PL2","PCC0013",1998
"PL2","PCC0013",1999
"PL2","PCC0013",2000
"PL2","PCC0013",2001
"PL2","PCC0013",2003
"PL2","PCC0013",2004
"PL2","PCC0013",2005
"PL2","PCC0014",1984
"PL2","PCC0015",1995
"PL2","PCC0015",1996
"PL2","PCC0015",1997
"PL2","PCC0015",1998
"PL2","PCC0015",1999
"PL2","PCC0015",2000
"PL2","PCC0015",2001
"PL2","PCC0016",1996
"PL2","PCC0016",1997
"PL2","PCC0016",1998
"PL2","PCC0016",1999
"PL2","PCC0016",2000
"PL2","PCC0016",2001
"PL2","PCC0017",1996
"PL2","PCC0017",2001
"PL2","PCC0018",2000
"PL2","PCC0018",2001
"PL2","PCC0019",1985
"PL2","PCC0019",1986
"PL2","PCC0019",1987
"PL2","PCC0019",1988
"PL2","PCC0019",1989
"PL2","PCC0019",1990
"PL2","PCC0020",1984
"PL2","PCC0020",1985
"PL2","PCC0020",1991
"PL2","PCC0020",1993
"PL2","PCC0021",1991
"PL2","PCC0022",1987
"PL2","PCC0023",1987
"PL2","PCC0023",1992
"PL2","PCC0024",1987
"PL2","PCC0025",1996
"PL2","PCC0025",1997
"PL2","PCC0025",1998
"PL2","PCC0025",1999
"PL2","PCC0025",2000
"PL2","PCC0025",2001
"PL2","PCC0026",1990
"PL2","PCC0026",1991
"PL2","PCC0026",1992
"PL2","PCC0026",1993
"PL2","PCC0026",1994
"PL2","PCC0026",1995
"PL2","PCC0026",1996
"PL2","PCC0026",1997
"PL2","PCC0026",1998
"PL2","PCC0026",1999
"PL2","PCC0026",2000
"PL2","PCC0026",2001
"PL2","PCC0027",1995
"PL2","PCC0027",1996
"PL2","PCC0027",1997
"PL2","PCC0027",1998
"PL2","PCC0027",1999
"PL2","PCC0027",2000
"PL2","PCC0027",2001
"PL2","PCC0028",1995
"PL2","PCC0028",1996
"PL2","PCC0028",1997
"PL2","PCC0028",1998
"PL2","PCC0028",1999
"PL2","PCC0028",2000
"PL2","PCC0028",2001
"PL2","PCC0029",1990
"PL2","PCC0029",2001
"PL2","PCC0030",1990
"PL2","PCC0030",1991
"PL2","PCC0030",1992
"PL2","PCC0030",1993
"PL2","PCC0030",1994
"PL2","PCC0030",1995
"PL2","PCC0030",1996
"PL2","PCC0030",1997
"PL2","PCC0030",1998
"PL2","PCC0030",1999
"PL2","PCC0030",2000
"PL2","PCC0030",2001
"PL2","PCC0031",1995
"PL2","PCC0031",1996
"PL2","PCC0031",1997
"PL2","PCC0031",1998
"PL2","PCC0031",1999
"PL2","PCC0031",2000
"PL2","PCC0031",2001
"PL2","PCC0032",1990
"PL2","PCC0032",1991
"PL2","PCC0032",1992
"PL2","PCC0032",1993
"PL2","PCC0032",1994
"PL2","PCC0032",1995
"PL2","PCC0032",1996
"PL2","PCC0032",1997
"PL2","PCC0032",1998
"PL2","PCC0032",1999
"PL2","PCC0032",2000
"PL2","PCC0032",2001
"PL2","PCC0033",1996
"PL2","PCC0033",2001
"PL2","PCC0034",1999
"PL2","PCC0034",2000
"PL2","PCC0034",2001
"PL2","PCC0035",1995
"PL2","PCC0035",1996
"PL2","PCC0035",1997
"PL2","PCC0035",1998
"PL2","PCC0035",1999
"PL2","PCC0035",2000
"PL2","PCC0035",2001
"PL2","PCC0036",1990
"PL2","PCC0036",1991
"PL2","PCC0036",1992
"PL2","PCC0036",1993
"PL2","PCC0036",1994
"PL2","PCC0036",1995
"PL2","PCC0036",1996
"PL2","PCC0036",1997
"PL2","PCC0036",1998
"PL2","PCC0036",1999
"PL2","PCC0036",2000
"PL2","PCC0036",2001
"PL2","PCC0037",1990
"PL2","PCC0037",1991
"PL2","PCC0037",1992
"PL2","PCC0037",1993
"PL2","PCC0037",1994
"PL2","PCC0037",1995
"PL2","PCC0037",1996
"PL2","PCC0037",1997
"PL2","PCC0037",1998
"PL2","PCC0037",1999
"PL2","PCC0037",2000
"PL2","PCC0037",2001
"PL2","PCC0038",1995
"PL2","PCC0038",1996
"PL2","PCC0038",1997
"PL2","PCC0038",1998
"PL2","PCC0038",1999
"PL2","PCC0038",2000
"PL2","PCC0038",2001
"PL2","PCC0039",1986
"PL2","PCC0039",1987
"PL2","PCC0039",1988
"PL2","PCC0039",1989
"PL2","PCC0039",1990
"PL2","PCC0039",1991
"PL2","PCC0039",1992
"PL2","PCC0039",1993
"PL2","PCC0039",1994
"PL2","PCC0039",1995
"PL2","PCC0039",1996
"PL2","PCC0039",1997
"PL2","PCC0039",1998
"PL2","PCC0039",1999
"PL2","PCC0039",2000
"PL2","PCC0039",2001
"PL2","PCC0040",1993
"PL2","PCC0040",1994
"PL2","PCC0042",1986
"PL2","PCC0042",1987
"PL2","PCC0042",1988
"PL2","PCC0042",1989
"PL2","PCC0042",1990
"PL2","PCC0042",1991
"PL2","PCC0042",1992
"PL2","PCC0042",1993
"PL2","PCC0042",1994
"PL2","PCC0042",1995
"PL2","PCC0042",1996
"PL2","PCC0042",1997
"PL2","PCC0042",1998
"PL2","PCC0042",1999
"PL2","PCC0042",2000
"PL2","PCC0042",2001
"PL2","PCC0043",1986
"PL2","PCC0043",1987
"PL2","PCC0043",1988
"PL2","PCC0043",1989
"PL2","PCC0043",1990
"PL2","PCC0043",1991
"PL2","PCC0043",1992
"PL2","PCC0043",1993
"PL2","PCC0043",1994
"PL2","PCC0043",1995
"PL2","PCC0043",1996
"PL2","PCC0043",1997
"PL2","PCC0043",1998
"PL2","PCC0043",1999
"PL2","PCC0043",2000
"PL2","PCC0043",2001
"PL2","PCC0044",1990
"PL2","PCC0044",1991
"PL2","PCC0044",1992
"PL2","PCC0044",1993
"PL2","PCC0044",1994
"PL2","PCC0044",1995
"PL2","PCC0044",1996
"PL2","PCC0044",1997
"PL2","PCC0044",1998
"PL2","PCC0044",1999
"PL2","PCC0044",2000
"PL2","PCC0044",2001
"PL2","PCC0045",1995
"PL2","PCC0045",1996
"PL2","PCC0045",1997
"PL2","PCC0045",1998
"PL2","PCC0045",1999
"PL2","PCC0045",2000
"PL2","PCC0045",2001
"PL2","PCC0046",1986
"PL2","PCC0046",1987
"PL2","PCC0046",1988
"PL2","PCC0046",1989
"PL2","PCC0046",1990
"PL2","PCC0046",1991
"PL2","PCC0046",1992
"PL2","PCC0046",1993
"PL2","PCC0046",1994
"PL2","PCC0046",1995
"PL2","PCC0046",1996
"PL2","PCC0046",1997
"PL2","PCC0046",1998
"PL2","PCC0046",1999
"PL2","PCC0046",2000
"PL2","PCC0046",2001
"PL2","PCC0047",1986
"PL2","PCC0047",1987
"PL2","PCC0047",1988
"PL2","PCC0047",1989
"PL2","PCC0047",1990
"PL2","PCC0047",1991
"PL2","PCC0047",1992
"PL2","PCC0047",1993
"PL2","PCC0047",1994
"PL2","PCC0047",1995
"PL2","PCC0047",1996
"PL2","PCC0047",1997
"PL2","PCC0047",1998
"PL2","PCC0047",1999
"PL2","PCC0047",2000
"PL2","PCC0047",2001
"PL2","PCC0048",1986
"PL2","PCC0048",1987
"PL2","PCC0048",1988
"PL2","PCC0048",1989
"PL2","PCC0048",1990
"PL2","PCC0048",1991
"PL2","PCC0048",1992
"PL2","PCC0048",1993
"PL2","PCC0048",1994
"PL2","PCC0048",1995
"PL2","PCC0048",1996
"PL2","PCC0048",1997
"PL2","PCC0048",1998
"PL2","PCC0048",1999
"PL2","PCC0048",2000
"PL2","PCC0048",2001
"PL2","PCC0049",1986
"PL2","PCC0049",1987
"PL2","PCC0049",1988
"PL2","PCC0049",1989
"PL2","PCC0049",1990
"PL2","PCC0049",1991
"PL2","PCC0049",1992
"PL2","PCC0049",1993
"PL2","PCC0049",1994
"PL2","PCC0049",1995
"PL2","PCC0049",1996
"PL2","PCC0049",1997
"PL2","PCC0049",1998
"PL2","PCC0049",1999
"PL2","PCC0049",2000
"PL2","PCC0049",2001
"PL2","PCC0050",1986
"PL2","PCC0050",1987
"PL2","PCC0050",1988
"PL2","PCC0050",1989
"PL2","PCC0050",1990
"PL2","PCC0050",1991
"PL2","PCC0050",1992
"PL2","PCC0050",1993
"PL2","PCC0050",1994
"PL2","PCC0050",1995
"PL2","PCC0050",1996
"PL2","PCC0050",1997
"PL2","PCC0050",1998
"PL2","PCC0050",1999
"PL2","PCC0050",2000
"PL2","PCC0050",2001
"PL2","PCC0051",1986
"PL2","PCC0051",1987
"PL2","PCC0051",1988
"PL2","PCC0051",1989
"PL2","PCC0051",1990
"PL2","PCC0051",1991
"PL2","PCC0051",1992
"PL2","PCC0051",1993
"PL2","PCC0051",1994
"PL2","PCC0051",1995
"PL2","PCC0051",1996
"PL2","PCC0051",1997
"PL2","PCC0051",1998
"PL2","PCC0051",1999
"PL2","PCC0051",2000
"PL2","PCC0051",2001
"PL2","PCC0052",1993
"PL2","PCC0052",1994
"PL2","PCC0053",1986
"PL2","PCC0053",1987
"PL2","PCC0053",1988
"PL2","PCC0053",1989
"PL2","PCC0053",1990
"PL2","PCC0053",1991
"PL2","PCC0053",1992
"PL2","PCC0053",1993
"PL2","PCC0053",1994
"PL2","PCC0053",1995
"PL2","PCC0053",1996
"PL2","PCC0053",1997
"PL2","PCC0053",1998
"PL2","PCC0053",1999
"PL2","PCC0053",2000
"PL2","PCC0053",2001
"PL2","PCC0054",1986
"PL2","PCC0054",1987
"PL2","PCC0054",1988
"PL2","PCC0054",1989
"PL2","PCC0054",1990
"PL2","PCC0054",1991
"PL2","PCC0054",1992
"PL2","PCC0054",1993
"PL2","PCC0054",1994
"PL2","PCC0054",1995
"PL2","PCC0054",1996
"PL2","PCC0054",1997
"PL2","PCC0054",1998
"PL2","PCC0054",1999
"PL2","PCC0054",2000
"PL2","PCC0054",2001
"PL2","PCC0055",1990
"PL2","PCC0055",1991
"PL2","PCC0055",1992
"PL2","PCC0055",1993
"PL2","PCC0055",1994
"PL2","PCC0055",1995
"PL2","PCC0055",1996
"PL2","PCC0055",1997
"PL2","PCC0055",1998
"PL2","PCC0055",1999
"PL2","PCC0055",2000
"PL2","PCC0055",2001
"PL2","PCC0056",1995
"PL2","PCC0056",1996
"PL2","PCC0056",1997
"PL2","PCC0056",1998
"PL2","PCC0056",1999
"PL2","PCC0056",2000
"PL2","PCC0056",2001
"PL2","PCC0057",1986
"PL2","PCC0057",1987
"PL2","PCC0057",1988
"PL2","PCC0057",1989
"PL2","PCC0057",1990
"PL2","PCC0057",1991
"PL2","PCC0057",1992
"PL2","PCC0057",1993
"PL2","PCC0057",1994
"PL2","PCC0057",1995
"PL2","PCC0057",1996
"PL2","PCC0057",1997
"PL2","PCC0057",1998
"PL2","PCC0057",1999
"PL2","PCC0057",2000
"PL2","PCC0057",2001
"PL2","PCC0058",1986
"PL2","PCC0058",1987
"PL2","PCC0058",1988
"PL2","PCC0058",1989
"PL2","PCC0058",1990
"PL2","PCC0058",1991
"PL2","PCC0058",1992
"PL2","PCC0058",1993
"PL2","PCC0058",1994
"PL2","PCC0058",1995
"PL2","PCC0058",1996
"PL2","PCC0058",1997
"PL2","PCC0058",1998
"PL2","PCC0058",1999
"PL2","PCC0058",2000
"PL2","PCC0058",2001
"PL2","PCC0059",1986
"PL2","PCC0059",1987
"PL2","PCC0059",1988
"PL2","PCC0059",1989
"PL2","PCC0059",1990
"PL2","PCC0059",1991
"PL2","PCC0059",1992
"PL2","PCC0059",1993
"PL2","PCC0059",1994
"PL2","PCC0059",1995
"PL2","PCC0059",1996
"PL2","PCC0059",1997
"PL2","PCC0059",1998
"PL2","PCC0059",1999
"PL2","PCC0059",2000
"PL2","PCC0059",2001
"PL2","PCC0060",1986
"PL2","PCC0060",1987
"PL2","PCC0060",1988
"PL2","PCC0060",1989
"PL2","PCC0060",1990
"PL2","PCC0060",1991
"PL2","PCC0060",1992
"PL2","PCC0060",1993
"PL2","PCC0060",1994
"PL2","PCC0060",1995
"PL2","PCC0060",1996
"PL2","PCC0060",1997
"PL2","PCC0060",1998
"PL2","PCC0060",1999
"PL2","PCC0060",2000
"PL2","PCC0060",2001
"PL2","PCC0061",1986
"PL2","PCC0061",1987
"PL2","PCC0061",1988
"PL2","PCC0061",1989
"PL2","PCC0061",1990
"PL2","PCC0061",1991
"PL2","PCC0061",1992
"PL2","PCC0061",1993
"PL2","PCC0061",1994
"PL2","PCC0061",1995
"PL2","PCC0061",1996
"PL2","PCC0061",1997
"PL2","PCC0061",1998
"PL2","PCC0061",1999
"PL2","PCC0061",2000
"PL2","PCC0061",2001
"PL2","PCC0062",1986
"PL2","PCC0062",1987
"PL2","PCC0062",1988
"PL2","PCC0062",1989
"PL2","PCC0062",1990
"PL2","PCC0062",1991
"PL2","PCC0062",1992
"PL2","PCC0062",1993
"PL2","PCC0062",1994
"PL2","PCC0062",1995
"PL2","PCC0062",1996
"PL2","PCC0062",1997
"PL2","PCC0062",1998
"PL2","PCC0062",1999
"PL2","PCC0062",2000
"PL2","PCC0062",2001
"PL2","PCC0063",1985
"PL2","PCC0063",1986
"PL2","PCC0063",1987
"PL2","PCC0064",1988
"PL2","PCC0064",1989
"PL2","PCC0064",1990
"PL2","PCC0064",1991
"PL2","PCC0064",1992
"PL2","PCC0064",1993
"PL2","PCC0064",1994
"PL2","PCC0065",1996
"PL2","PCC0066",1984
"PL2","PCC0066",1985
"PL2","PCC0066",1986
"PL2","PCC0066",1987
"PL2","PCC0066",1988
"PL2","PCC0066",1989
"PL2","PCC0066",1990
"PL2","PCC0066",1991
"PL2","PCC0066",1992
"PL2","PCC0066",1993
"PL2","PCC0066",1994
"PL2","PCC0066",1995
"PL2","PCC0066",1996
"PL2","PCC0098",2012
"PL2","PCC0099",2012
"PL2","PCC0100",2012
"PL2","PCD0001",2001
"PL2","PCD0002",2001
"PL2","PCD0003",2001
"PL2","PCD0004",2001
"PL2","PCD0005",2001
"PL2","PCD0006",2001
"PL2","PCD0007",2001
"PL2","PCD0008",2001
"PL2","PCD0009",2001
"PL2","PCD0010",2001
"PL2","PCD0011",2001
"PL2","PCD0012",1991
"PL2","PCD0012",1992
"PL2","PCD0013",1984
"PL2","PCD0013",1985
"PL2","PCD0013",1986
"PL2","PCD0013",1987
"PL2","PCD0013",1988
"PL2","PCD0013",1989
"PL2","PCD0013",1990
"PL2","PCD0013",1991
"PL2","PCD0013",1993
"PL2","PCD0013",1995
"PL2","PCD0014",1984
"PL2","PCD0014",1985
"PL2","PCD0014",1986
"PL2","PCD0014",1987
"PL2","PCD0014",1988
"PL2","PCD0014",1989
"PL2","PCD0014",1990
"PL2","PCD0014",1991
"PL2","PCD0014",1993
"PL2","PCD0014",1995
"PL2","PCD0015",1984
"PL2","PCD0015",1985
"PL2","PCD0015",1986
"PL2","PCD0015",1987
"PL2","PCD0015",1988
"PL2","PCD0015",1989
"PL2","PCD0015",1990
"PL2","PCD0015",1991
"PL2","PCD0015",1993
"PL2","PCD0015",1995
"PL2","PCD0016",1984
"PL2","PCD0016",1985
"PL2","PCD0016",1986
"PL2","PCD0016",1987
"PL2","PCD0016",1988
"PL2","PCD0016",1989
"PL2","PCD0016",1990
"PL2","PCD0016",1991
"PL2","PCD0016",1993
"PL2","PCD0016",1995
"PL2","PCD0017",1984
"PL2","PCD0017",1985
"PL2","PCD0017",1986
"PL2","PCD0017",1987
"PL2","PCD0017",1988
"PL2","PCD0017",1989
"PL2","PCD0017",1990
"PL2","PCD0017",1991
"PL2","PCD0017",1993
"PL2","PCD0017",1995
"PL2","PCD0018",1986
"PL2","PCD0018",1987
"PL2","PCD0018",1988
"PL2","PCD0018",1989
"PL2","PCD0018",1990
"PL2","PCD0019",1986
"PL2","PCD0020",1986
"PL2","PCD0021",1986
"PL2","PCD0022",1986
"PL2","PCD0023",1986
"PL2","PCD0023",1987
"PL2","PCD0023",1988
"PL2","PCD0023",1989
"PL2","PCD0023",1990
"PL2","PCE0001",1985
"PL2","PCE0001",1986
"PL2","PCE0001",1987
"PL2","PCE0001",1988
"PL2","PCE0001",1989
"PL2","PCE0001",1990
"PL2","PCE0001",1991
"PL2","PCE0001",1992
"PL2","PCE0001",1993
"PL2","PCE0001",1994
"PL2","PCE0001",1995
"PL2","PCE0001",1996
"PL2","PCE0001",1997
"PL2","PCE0001",1998
"PL2","PCE0002",1985
"PL2","PCE0002",1986
"PL2","PCE0002",1987
"PL2","PCE0002",1988
"PL2","PCE0002",1989
"PL2","PCE0002",1991
"PL2","PCE0002",1992
"PL2","PCE0002",1994
"PL2","PCE0002",1995
"PL2","PCE0002",1996
"PL2","PCE0002",1997
"PL2","PCE0002",1998
"PL2","PCE0003",1986
"PL2","PCE0004",1998
"PL2","PCE0005",1999
"PL2","PCE0005",2001
"PL2","PCE0006",2002
"PL2","PCE0006",2004
"PL2","PCE0006",2006
"PL2","PCE0007",1984
"PL2","PCE0007",1985
"PL2","PCE0007",1986
"PL2","PCE0007",1987
"PL2","PCE0007",1988
"PL2","PCE0007",1989
"PL2","PCE0007",1990
"PL2","PCE0007",1991
"PL2","PCE0007",1992
"PL2","PCE0007",1993
"PL2","PCE0007",1994
"PL2","PCE0007",1995
"PL2","PCE0007",1996
"PL2","PCE0007",1997
"PL2","PCE0007",1998
"PL2","PCE0008",1984
"PL2","PCE0008",1985
"PL2","PCE0008",1986
"PL2","PCE0008",1987
"PL2","PCE0008",1988
"PL2","PCE0008",1989
"PL2","PCE0008",1990
"PL2","PCE0008",1991
"PL2","PCE0008",1992
"PL2","PCE0008",1993
"PL2","PCE0008",1994
"PL2","PCE0008",1995
"PL2","PCE0008",1996
"PL2","PCE0008",1997
"PL2","PCE0008",1998
"PL2","PCE0009",1999
"PL2","PCE0010",1984
"PL2","PCE0010",1985
"PL2","PCE0010",1986
"PL2","PCE0010",1987
"PL2","PCE0010",1988
"PL2","PCE0010",1989
"PL2","PCE0010",1990
"PL2","PCE0010",1991
"PL2","PCE0010",1992
"PL2","PCE0010",1993
"PL2","PCE0010",1994
"PL2","PCE0010",1995
"PL2","PCE0010",1996
"PL2","PCE0010",1997
"PL2","PCE0010",1998
"PL2","PCE0011",1999
"PL2","PCE0011",2000
"PL2","PCE0011",2001
"PL2","PCE0012",1984
"PL2","PCE0012",1985
"PL2","PCE0012",1986
"PL2","PCE0012",1987
"PL2","PCE0012",1988
"PL2","PCE0012",1989
"PL2","PCE0012",1990
"PL2","PCE0012",1991
"PL2","PCE0012",1992
"PL2","PCE0012",1993
"PL2","PCE0012",1994
"PL2","PCE0012",1995
"PL2","PCE0012",1996
"PL2","PCE0012",1997
"PL2","PCE0012",1998
"PL2","PCE0012",1999
"PL2","PCE0012",2000
"PL2","PCE0012",2001
"PL2","PCE0013",1984
"PL2","PCE0013",1985
"PL2","PCE0013",1986
"PL2","PCE0013",1987
"PL2","PCE0013",1988
"PL2","PCE0013",1989
"PL2","PCE0013",1990
"PL2","PCE0013",1991
"PL2","PCE0013",1992
"PL2","PCE0013",1993
"PL2","PCE0013",1994
"PL2","PCE0013",1995
"PL2","PCE0013",1996
"PL2","PCE0013",1997
"PL2","PCE0013",1998
"PL2","PCE0014",1995
"PL2","PCE0014",1996
"PL2","PCE0015",1986
"PL2","PCE0016",1985
"PL2","PCF0001",1990
"PL2","PCF0002",1986
"PL2","PCF0002",1988
"PL2","PCF0003",1986
"PL2","PCF0003",1988
"PL2","PCF0006",1991
"PL2","PCF0006",1996
"PL2","PCF0007",2001
"PL2","PCF0008",1991
"PL2","PCF0008",1996
"PL2","PCF0009",2001
"PL2","PCF0010",1985
"PL2","PCF0010",1986
"PL2","PCF0010",1987
"PL2","PCF0010",1988
"PL2","PCF0011",1986
"PL2","PCF0011",1987
